id,name,style,brewery_id,ibu,abv,ounces,stock,price,image
572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,171,13,5.7,12.0,95,16.28,/img/beers/572.png
523,Winter Solstice,Winter Warmer,171,6,6.9,12.0,53,16.33,/img/beers/523.png
367,Hop Ottin' IPA (2011),American IPA,171,80,7.000000000000001,12.0,89,16.46,/img/beers/367.png
78,Boont Amber Ale (2011),American Amber / Red Ale,171,15,5.79999999999999,12.0,57,8.14,/img/beers/78.png
77,Summer Solstice (2011),Cream Ale,171,4,5.59999999999999,12.0,77,16.48,/img/beers/77.png
76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),171,28,5.5,12.0,51,12.4,/img/beers/76.png
2337,Charlie's Rye IPA,American IPA,146,32,6.0,16.0,32,9.34,/img/beers/2337.png
410,River Pig Pale Ale,American Pale Ale (APA),542,37,5.4,16.0,92,8.33,/img/beers/410.png
409,Oaky's Oatmeal Stout,Oatmeal Stout,542,42,4.7,16.0,17,20.29,/img/beers/409.png
1294,Angry Orchard Apple Ginger,Cider,434,46,5.0,16.0,75,19.73,/img/beers/1294.png
1293,Angry Orchard Crisp Apple,Cider,434,51,5.0,16.0,99,21.82,/img/beers/1293.png
1292,Angry Orchard Crisp Apple,Cider,434,56,5.0,12.0,90,14.92,/img/beers/1292.png
2207,Golden One,Belgian Pale Ale,193,60,6.800000000000001,12.0,21,14.7,/img/beers/2207.png
2040,Arjuna,Witbier,193,65,6.0,12.0,86,7.99,/img/beers/2040.png
2039,Uroboros,American Stout,193,70,8.5,12.0,31,13.21,/img/beers/2039.png
2511,Long Leaf,American IPA,69,75,7.1,16.0,76,15.86,/img/beers/2511.png
2510,Honey Badger Blonde,American Blonde Ale,69,19,4.7,16.0,23,8.15,/img/beers/2510.png
2509,Porter (a/k/a Black Gold Porter),American Porter,69,23,6.0,16.0,38,11.79,/img/beers/2509.png
413,Sky High Rye,American Pale Ale (APA),541,55,6.0,12.0,19,15.51,/img/beers/413.png
390,Whitsun,American Pale Wheat Ale,541,17,6.2,12.0,30,11.33,/img/beers/390.png
735,On-On Ale (2008),American Pale Ale (APA),513,33,5.2,12.0,51,11.69,/img/beers/735.png
1333,Quakertown Stout,American Double / Imperial Stout,426,50,9.2,12.0,8,15.74,/img/beers/1333.png
1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,426,20,5.1,12.0,21,10.64,/img/beers/1332.png
1172,Mo's Gose,Gose,461,10,5.2,16.0,85,17.71,/img/beers/1172.png
1322,Green Bullet Organic India Pale Ale,American IPA,429,45,7.000000000000001,16.0,95,8.45,/img/beers/1322.png
550,Rocket Girl,Kölsch,528,27,3.2,12.0,78,8.49,/img/beers/550.png
429,Ninja Porter,American Porter,528,26,5.3,12.0,29,12.97,/img/beers/429.png
428,Shiva IPA,American IPA,528,69,6.0,12.0,78,7.91,/img/beers/428.png
1640,Aslan Kölsch,Kölsch,353,58,4.8,16.0,77,9.52,/img/beers/1640.png
1639,Aslan IPA,American IPA,353,48,7.7,16.0,83,11.45,/img/beers/1639.png
1638,Aslan Amber,American Amber / Red Ale,353,37,7.7,16.0,14,15.38,/img/beers/1638.png
597,This Season's Blonde,American Blonde Ale,523,27,5.59999999999999,12.0,28,13.07,/img/beers/597.png
596,Independence Pass Ale,American IPA,523,67,7.000000000000001,12.0,14,7.45,/img/beers/596.png
1580,Trolley Stop Stout,American Stout,374,40,5.7,12.0,40,14.61,/img/beers/1580.png
980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,374,138,8.19999999999999,12.0,89,10.9,/img/beers/980.png
979,Poop Deck Porter,American Porter,374,35,6.2,12.0,41,7.62,/img/beers/979.png
978,Old Red Beard Amber Ale,American Amber / Red Ale,374,35,6.0,12.0,80,11.38,/img/beers/978.png
2503,Hop A-Peel,American Double / Imperial IPA,72,115,7.5,16.0,26,19.56,/img/beers/2503.png
2502,Vanilla Java Porter,American Porter,72,12,5.5,16.0,88,20.4,/img/beers/2502.png
2495,Michelada,Fruit / Vegetable Beer,72,10,5.2,16.0,12,23.11,/img/beers/2495.png
534,Dirty Blonde Ale,American Blonde Ale,72,8,4.5,12.0,69,14.37,/img/beers/534.png
528,Grand Circus IPA,American IPA,72,62,5.0,12.0,48,10.54,/img/beers/528.png
527,Atwater's Lager,Munich Helles Lager,72,12,5.0,12.0,77,12.95,/img/beers/527.png
1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,413,15,7.000000000000001,16.0,66,20.43,/img/beers/1409.png
343,Fire Eagle IPA,American IPA,413,19,6.2,12.0,64,12.08,/img/beers/343.png
342,Peacemaker,American Pale Ale (APA),413,23,5.1,12.0,86,11.1,/img/beers/342.png
341,Pearl-Snap,German Pilsener,413,27,5.3,12.0,60,15.92,/img/beers/341.png
340,Black Thunder,Schwarzbier,413,30,5.2,12.0,7,12.7,/img/beers/340.png
2589,Raja,American Double / Imperial IPA,37,34,8.0,12.0,93,16.07,/img/beers/2589.png
2546,Perzik Saison,Saison / Farmhouse Ale,37,38,6.4,12.0,71,15.31,/img/beers/2546.png
146,Avery Joe’s Premium American Pilsner,German Pilsener,37,42,4.7,12.0,39,13.01,/img/beers/146.png
108,White Rascal,Witbier,37,10,5.59999999999999,12.0,67,7.49,/img/beers/108.png
107,Avery India Pale Ale,American IPA,37,69,6.3,12.0,72,10.54,/img/beers/107.png
106,Ellie’s Brown Ale,American Brown Ale,37,17,5.5,12.0,56,10.96,/img/beers/106.png
1620,Pumpkin Beast,Pumpkin Ale,360,17,6.2,12.0,24,7.1,/img/beers/1620.png
1579,OktoberBeast,Märzen / Oktoberfest,360,22,7.199999999999999,12.0,65,12.21,/img/beers/1579.png
1228,Mad Beach,American Pale Wheat Ale,360,23,4.8,12.0,49,8.92,/img/beers/1228.png
705,Hog Wild India Pale Ale,American IPA,360,14,6.7,12.0,26,8.46,/img/beers/705.png
704,Devils Tramping Ground Tripel,Tripel,360,5,9.2,12.0,1,12.9,/img/beers/704.png
702,Hot Rod Red,American Amber / Red Ale,360,41,6.1,12.0,3,13.58,/img/beers/702.png
2058,Palate Mallet,American Double / Imperial IPA,235,41,8.6,12.0,89,7.65,/img/beers/2058.png
1483,Back East Porter,American Porter,235,41,6.0,12.0,57,16.74,/img/beers/1483.png
1426,Back East Golden Ale,American Blonde Ale,235,41,4.9,12.0,58,11.36,/img/beers/1426.png
1132,Misty Mountain IPA,American IPA,235,42,7.000000000000001,12.0,48,7.93,/img/beers/1132.png
1131,Back East Ale,American Amber / Red Ale,235,42,5.0,12.0,97,17.87,/img/beers/1131.png
1876,Truck Stop Honey Brown Ale,English Brown Ale,286,42,6.0,12.0,2,10.64,/img/beers/1876.png
1875,Naked Pig Pale Ale,American Pale Ale (APA),286,43,6.0,12.0,84,12.57,/img/beers/1875.png
966,Topcutter India Pale Ale,American IPA,483,70,6.800000000000001,12.0,52,16.49,/img/beers/966.png
965,Field 41 Pale Ale,American Pale Ale (APA),483,38,4.3999999999999995,12.0,63,10.97,/img/beers/965.png
2593,Grapefruit Sculpin,American IPA,34,39,7.000000000000001,12.0,74,11.81,/img/beers/2593.png
2105,Even Keel,American IPA,34,40,3.8,12.0,93,16.67,/img/beers/2105.png
1401,Ballast Point Pale Ale,Kölsch,34,23,5.2,12.0,98,8.7,/img/beers/1401.png
1400,Big Eye India Pale Ale,American IPA,34,75,7.000000000000001,12.0,64,16.73,/img/beers/1400.png
1019,Longfin Lager,Munich Helles Lager,34,72,4.6,12.0,96,7.25,/img/beers/1019.png
1018,Sculpin IPA,American IPA,34,70,7.000000000000001,12.0,65,10.2,/img/beers/1018.png
1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),318,45,4.5,12.0,21,12.08,/img/beers/1776.png
1644,Banner American Rye,Rye Beer,318,20,4.5,12.0,83,9.74,/img/beers/1644.png
1643,Banner American Ale,American Amber / Red Ale,318,45,3.5000000000000004,12.0,52,15.46,/img/beers/1643.png
2618,Thai.p.a,American IPA,20,46,7.000000000000001,16.0,26,20.38,/img/beers/2618.png
2005,Barrio Blanco,American IPA,251,60,6.0,12.0,59,11.46,/img/beers/2005.png
1343,Barrio Tucson Blonde,American Blonde Ale,251,41,4.5,12.0,62,10.44,/img/beers/1343.png
2404,Hop in the ‘Pool Helles,American Pilsner,116,22,4.9,12.0,28,13.28,/img/beers/2404.png
2323,Ultra Gnar Gnar IPA,American IPA,116,60,6.7,12.0,68,8.52,/img/beers/2323.png
2189,In-Tents India Pale Lager,American Pale Lager,116,62,6.800000000000001,12.0,4,9.15,/img/beers/2189.png
2188,Lost Meridian Wit,Witbier,116,20,5.0,12.0,78,12.43,/img/beers/2188.png
2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,116,45,5.1,12.0,34,9.52,/img/beers/2187.png
1966,Wagon Party,California Common / Steam Beer,258,55,5.4,12.0,63,12.51,/img/beers/1966.png
1965,Sky-Five,American IPA,258,70,6.7,12.0,96,7.57,/img/beers/1965.png
1964,Stargrazer,Schwarzbier,258,28,5.0,12.0,12,11.0,/img/beers/1964.png
1963,Wonderstuff,German Pilsener,258,48,5.4,12.0,54,12.77,/img/beers/1963.png
1855,Tarnation California-Style Lager,California Common / Steam Beer,292,45,5.3,12.0,80,7.54,/img/beers/1855.png
1778,On the Count of 3 (2015),Hefeweizen,292,42,7.000000000000001,16.0,11,21.72,/img/beers/1778.png
1209,Summer Swelter,American Pale Wheat Ale,292,40,4.7,12.0,1,14.9,/img/beers/1209.png
954,Phantom Punch Winter Stout,Foreign / Export Stout,292,39,6.800000000000001,12.0,65,11.82,/img/beers/954.png
910,Hayride Autumn Ale,Rye Beer,292,37,6.6000000000000005,12.0,71,14.63,/img/beers/910.png
707,Celsius Summer Ale (2012),American Pale Wheat Ale,292,36,4.7,12.0,86,8.44,/img/beers/707.png
533,Amber Road,American Amber / Red Ale,292,35,5.5,12.0,26,11.52,/img/beers/533.png
183,Pamola Xtra Pale Ale,American Pale Ale (APA),292,28,4.9,12.0,35,7.11,/img/beers/183.png
182,Stowaway IPA,American IPA,292,69,6.9,12.0,10,15.52,/img/beers/182.png
1806,Hoptopus Double IPA,American Double / Imperial IPA,306,108,8.799999999999999,16.0,32,19.76,/img/beers/1806.png
2435,Watermelon Ale,Fruit / Vegetable Beer,103,10,5.0,12.0,33,15.42,/img/beers/2435.png
2423,Fenway American Pale Ale,American Pale Ale (APA),103,45,5.79999999999999,12.0,83,17.63,/img/beers/2423.png
2420,Back Bay IPA,American IPA,103,85,6.800000000000001,12.0,11,7.43,/img/beers/2420.png
2419,Bunker Hill Blueberry Ale ,Other,103,16,4.8,12.0,8,8.98,/img/beers/2419.png
2494,Oberon,American Pale Wheat Ale,76,20,5.79999999999999,12.0,38,7.29,/img/beers/2494.png
2325,Smitten,Rye Beer,76,24,6.0,16.0,46,15.59,/img/beers/2325.png
2022,Winter White,Witbier,76,28,5.0,16.0,31,11.55,/img/beers/2022.png
1989,Oberon,American Pale Wheat Ale,76,32,5.79999999999999,16.0,53,14.47,/img/beers/1989.png
1988,Two Hearted,American IPA,76,36,7.000000000000001,16.0,41,12.42,/img/beers/1988.png
1955,Best Brown,American Brown Ale,76,40,5.79999999999999,16.0,76,13.53,/img/beers/1955.png
2558,Moar,English India Pale Ale (IPA),53,44,4.3999999999999995,12.0,38,11.93,/img/beers/2558.png
2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,53,35,8.3,16.0,69,14.73,/img/beers/2557.png
2556,Nordic Blonde,American Blonde Ale,53,27,5.7,12.0,75,6.8,/img/beers/2556.png
2496,Cold Press,American Black Ale,75,57,6.0,12.0,99,9.26,/img/beers/2496.png
2410,Harness the Winter,American IPA,75,87,7.199999999999999,12.0,74,15.46,/img/beers/2410.png
1902,14° ESB ,Extra Special / Strong Bitter (ESB),75,32,5.59999999999999,12.0,87,7.78,/img/beers/1902.png
1901,Bent Hop Golden IPA,American IPA,75,68,6.2,12.0,81,16.38,/img/beers/1901.png
1261,Bent Paddle Black Ale,American Black Ale,75,34,6.0,12.0,77,17.03,/img/beers/1261.png
1253,Venture Pils,German Pilsener,75,38,5.0,12.0,67,6.88,/img/beers/1253.png
1900,Lost Sailor IPA,English India Pale Ale (IPA),278,40,5.5,12.0,84,8.08,/img/beers/1900.png
1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),278,20,5.3,12.0,52,6.1,/img/beers/1317.png
1158,La Frontera Premium IPA,American IPA,463,19,7.8,12.0,4,17.36,/img/beers/1158.png
1157,Tejas Lager,Czech Pilsener,463,19,4.7,12.0,75,15.82,/img/beers/1157.png
1156,Number 22 Porter,American Porter,463,18,6.4,12.0,26,13.96,/img/beers/1156.png
1155,Big Bend Hefeweizen,Hefeweizen,463,18,5.59999999999999,12.0,50,8.19,/img/beers/1155.png
1154,Terlingua Gold,American Blonde Ale,463,17,6.0,12.0,100,6.24,/img/beers/1154.png
2104,Aprè Shred,American Strong Ale,220,17,8.1,16.0,49,17.76,/img/beers/2104.png
1762,Hemlock Double IPA,American Double / Imperial IPA,220,104,9.5,12.0,47,15.14,/img/beers/1762.png
1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,220,94,4.09999999999999,16.0,23,8.3,/img/beers/1422.png
1067,Disconnected Red,American Amber / Red Ale,220,85,6.7,16.0,56,9.61,/img/beers/1067.png
1003,Big Elm IPA,American IPA,477,77,7.000000000000001,12.0,84,14.01,/img/beers/1003.png
1002,Gerry Dog Stout,American Stout,477,69,6.5,12.0,35,14.54,/img/beers/1002.png
1001,413 Farmhouse Ale,Saison / Farmhouse Ale,477,61,6.0,12.0,16,12.17,/img/beers/1001.png
2639,Dark Star,American Stout,8,54,8.0,16.0,94,10.07,/img/beers/2639.png
2469,Ryecoe,American IPA,8,56,6.2,16.0,41,9.94,/img/beers/2469.png
2586,Blueberry Blonde,Fruit / Vegetable Beer,40,58,6.0,12.0,55,6.9,/img/beers/2586.png
2585,Galaxy IPA,American IPA,40,60,7.5,16.0,60,22.6,/img/beers/2585.png
643,Big River Pilsner,Czech Pilsener,519,32,5.0,12.0,76,15.97,/img/beers/643.png
632,House Brand IPA,American IPA,519,55,6.0,12.0,31,15.93,/img/beers/632.png
1714,Big Sky IPA,American IPA,336,65,6.2,12.0,65,8.18,/img/beers/1714.png
1713,Scape Goat Pale Ale,English Pale Ale,336,40,5.0,12.0,5,7.7,/img/beers/1713.png
1712,Montana Trout Slayer Ale,American Pale Wheat Ale,336,35,5.0,12.0,58,13.16,/img/beers/1712.png
1711,Moose Drool Brown Ale,American Brown Ale,336,26,5.1,12.0,18,14.4,/img/beers/1711.png
1456,Powder Hound Winter Ale,English Strong Ale,336,60,7.199999999999999,12.0,99,17.33,/img/beers/1456.png
767,Moose Drool Brown Ale (2011),American Brown Ale,336,26,5.1,12.0,87,17.35,/img/beers/767.png
766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,336,35,5.0,12.0,19,16.18,/img/beers/766.png
579,Big Sky IPA (2012),American IPA,336,65,6.2,12.0,39,12.11,/img/beers/579.png
168,Summer Honey,American Blonde Ale,336,52,4.7,12.0,15,6.08,/img/beers/168.png
159,Scape Goat Pale Ale (2010),English Pale Ale,336,40,5.0,12.0,51,7.48,/img/beers/159.png
35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,336,35,5.0,12.0,90,14.77,/img/beers/35.png
34,Moose Drool Brown Ale (2009),American Brown Ale,336,26,5.1,12.0,19,12.86,/img/beers/34.png
2096,Arcus IPA,American IPA,221,81,6.9,12.0,53,7.21,/img/beers/2096.png
2095,Wavemaker,American Amber / Red Ale,221,38,5.79999999999999,12.0,35,6.99,/img/beers/2095.png
1257,Jack Pine Savage,American Pale Ale (APA),444,43,5.3,16.0,83,21.15,/img/beers/1257.png
1256,Forest Fire Imperial Smoked Rye,Rye Beer,444,85,9.9,16.0,41,23.29,/img/beers/1256.png
1255,Bad Axe Imperial IPA,American Double / Imperial IPA,444,76,9.8,16.0,21,10.03,/img/beers/1255.png
986,Morning Wood,Oatmeal Stout,444,35,5.5,16.0,72,19.95,/img/beers/986.png
985,Bark Bite IPA,American IPA,444,50,6.6000000000000005,16.0,11,9.19,/img/beers/985.png
2508,Jalapeno Pale Ale,American Pale Ale (APA),70,45,5.5,16.0,51,13.49,/img/beers/2508.png
1441,Blown Out Brown,American Brown Ale,407,52,5.2,12.0,73,12.34,/img/beers/1441.png
1413,Single Hop Ale,American Pale Ale (APA),407,60,6.3,12.0,32,8.44,/img/beers/1413.png
1411,Sawtooth Ale,American Blonde Ale,407,67,5.4,12.0,49,15.06,/img/beers/1411.png
2620,Saucy Intruder,Rye Beer,18,75,7.199999999999999,16.0,0,12.73,/img/beers/2620.png
2412,Deception,American Blonde Ale,112,16,4.5,12.0,85,12.71,/img/beers/2412.png
1898,Blackmarket Rye IPA,American IPA,112,35,7.5,12.0,55,7.44,/img/beers/1898.png
1897,Black Market Hefeweizen,Hefeweizen,112,8,5.0,12.0,95,11.59,/img/beers/1897.png
1896,Aftermath Pale Ale,American Pale Ale (APA),112,44,5.79999999999999,12.0,24,17.85,/img/beers/1896.png
1850,American India Red Ale,American Strong Ale,294,83,7.1,12.0,40,14.84,/img/beers/1850.png
1849,American Red Porter,American Porter,294,45,7.1,12.0,15,10.97,/img/beers/1849.png
1848,American Red Saison,Saison / Farmhouse Ale,294,34,7.8,12.0,26,9.71,/img/beers/1848.png
1847,Colorado Red Ale,American Amber / Red Ale,294,44,6.6000000000000005,12.0,98,9.09,/img/beers/1847.png
2485,Saddle Bronc Brown Ale,American Brown Ale,79,16,4.8,12.0,13,11.09,/img/beers/2485.png
2484,Bomber Mountain Amber Ale,American Amber / Red Ale,79,20,4.6,12.0,8,9.58,/img/beers/2484.png
